,LINE,STATUS,COUNT,SIGNATURE,LEMMA,DIAC_AR,DIAC,FREQ,QC,Comments,PATTERN,STEM,BW,GLOSS,COND-S,COND-T,PREF-CAT,STEM-CAT,SUFF-CAT,FEATS,DEBUG,COLOR
874,875,OK-ZERO-E0-INTRANS,0,VERB.I2FS.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
875,876,OK-ZERO-E0-INTRANS,0,VERB.I2D.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
876,877,OK-ZERO-E0-INTRANS,0,VERB.I2MP.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
877,878,OK-ZERO-E0-INTRANS,0,VERB.I2FP.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
878,879,OK-ZERO-E0-INTRANS,0,VERB.I3MS.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
879,880,OK-ZERO-E0-INTRANS,0,VERB.I3FS.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
880,881,OK-ZERO-E0-INTRANS,0,VERB.I3MD.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
881,882,OK-ZERO-E0-INTRANS,0,VERB.I3FD.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
882,883,OK-ZERO-E0-INTRANS,0,VERB.I3MP.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
883,884,OK-ZERO-E0-INTRANS,0,VERB.I3FP.PI.E0,{isotaDA'_1,,,3,OK,,{isota1aAo>,[sotaD](0)[sotaD](1),,,[a-# #-iy' intrans](0)[u-# #-A' intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
884,1990,OK-ONE,1,VERB.I1S.PI,>aro>aY_1,أُرْأَىُ,>uro>aYu,3,OK,,>a1o>aY,[ro](0)[ro](1),>/IV1S+u/STEM+ro/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,show;demonstrate,[u-# #-}iy trans](0)[u-# #->ay intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#->ay+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#->ay+z-suff]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
885,1834,OK-ONE,1,VERB.I1S.PI,>asA-u_1,أُوسُو,>uwsuw,2,OK,,>a2aA,[s](0)[s](1),>/IV1S+uw/STEM+s/IV_PASS+uw/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,nurse;pacify,[a-# >-# #-uw trans](0)[u-# >-# #-uw intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+>-#+#-uw+defective+intrans]_[CT:u-#+>-#+h-pref]_[CF:-],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-uw+z-suff+#-aY||#-uw||#-aA]_[CF:#-A'+#-a>+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff||y-suff+c-suff+#-iy],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
886,1574,OK-ONE,1,VERB.I1S.PI,>asA'_1,أُساءُ,>usA'u,6,OK,,>a1aAo>,[s](0)[s](1),>/IV1S+u/STEM+s/IV_PASS+A'/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,harm;offend,[u-# #-iy' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-A'+hollow+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-A'+z-suff||A-suff]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+c-suff+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
887,2042,OK-ONE,1,VERB.I1S.PI,>asar-i_1,أُوسَرُ,>uwsaru,2,OK,,>a2a3,[sir](0)[sar](1),>/IV1S+uw/STEM+sar/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,capture;take_prisoner,[a-# >-# trans](0)[u-# >-# intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+>-#+intrans]_[CT:u-#+>-#+h-pref]_[CF:-],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
888,1886,OK-ONE,1,VERB.I1S.PI,>ataY-i_1,أُوتِي,>uwtiy,3,OK,,>a2aY,[t](0)[t](1),>/IV1S+uw/STEM+t/IV_PASS+iy/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,arrive;come;reach,[a-# >-# #-iy trans](0)[u-# >-# #-iy intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+>-#+#-iy+defective+intrans]_[CT:u-#+>-#+h-pref]_[CF:-],S:[I1S.I]_[CS:v-suff+u-suff+z-suff+#^iy]_[CT:#-iy+z-suff+v-suff+#-iy]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+w-suff||y-suff+c-suff+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
889,2094,OK-ONE,1,VERB.I1S.PI,>awo$ak_1,أُوشَكُ,>uw$aku,4,OK,,>awo2a3,[w$ik](0)[w$ak](1),>/IV1S+u/STEM+w$ak/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,be_on_the_verge_of;be_about_to;almost,[u-# intrans](0)(1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
890,950,OK-ONE,1,VERB.I1S.PI,>awoDaH_1,أُوضَحُ,>uwDaHu,2431,OK,,>awo2a3,[wDiH](0)[wDaH](1),>/IV1S+u/STEM+wDaH/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,clarify;explain;indicate,[u-# trans](0)[u-# intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
891,2146,OK-ONE,1,VERB.I1S.PI,|man_1,أُومَنُ,>uwmanu,2,OK,,>A2a3,[min](0)[man](1),>/IV1S+uw/STEM+man/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,believe,[u-# >-# #n trans](0)[u-# >-# #n intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+>-#+#n+intrans]_[CT:u-#+>-#+h-pref]_[CF:-],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
892,742,OK-ONE,1,VERB.I1S.PI,$A'-a_1,أُشاءُ,>u$A'u,2,OK,,1aAo>,[$](0)[$](1),>/IV1S+u/STEM+$/IV_PASS+A'/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,want;desire;wish,[a-# #-A' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-A'+hollow+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-A'+z-suff||A-suff]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+c-suff+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
893,638,OK-ONE,1,VERB.I1S.PI,$an~-u_1,أُشَنُّ,>u$an~u,17,OK,,1a2~,[$un~](0)[$onun](1)[$an~](2)[$onan](3),>/IV1S+u/STEM+$an~/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,wage;launch,[a-# #n gem trans](0)(1)[u-# #n gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#n+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
894,1158,OK-ONE,1,VERB.I1S.PI,bada>-a_1,أُبْدَأُ,>uboda>u,63,OK,,1a2a>,[bod](0)[bod](1),>/IV1S+u/STEM+bod/IV_PASS+a>/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,start;begin,[a-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-a>+u-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+A-suff+enc0+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
895,898,OK-ONE,1,VERB.I1S.PI,bAn-i_1,أُبانُ,>ubAnu,5,OK,,1aAo3,[bin](0)[biyn](1)[ban](2)[bAn](3),>/IV1S+u/STEM+bAn/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,appear;be_evident,[a-# #n intrans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#n+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
896,1106,OK-ONE,1,VERB.I1S.PI,baqiy-a_1,أُبْقَى,>uboqaY,253,OK,,1a2iy,[boq](0)[boq](1),>/IV1S+u/STEM+boq/IV_PASS+aY/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,remain;last,[a-# #-aY trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-aY+z-suff+v-suff+#-aY||#-uw||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+w-suff||y-suff+c-suff+enc0+enc0+#-iy],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
897,1054,OK-ONE,1,VERB.I1S.PI,daEA-u_1,أُدْعَى,>udoEaY,132,OK,,1a2aA,[doE](0)[doE](1),>/IV1S+u/STEM+doE/IV_PASS+aY/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,call;invite,[a-# #-uw trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-aY+z-suff+v-suff+#-aY||#-uw||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+w-suff||y-suff+c-suff+enc0+enc0+#-iy],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
898,1002,OK-ONE,1,VERB.I1S.PI,EAnaY_1,أُعانَى,>uEAnaY,180,OK,,1A2aY,[EAn](0)[EAn](1),>/IV1S+u/STEM+EAn/IV_PASS+aY/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,suffer,[u-# #-iy trans](0)[u-# #-aY intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-aY+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-aY+z-suff+v-suff+#-aY||#-uw||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+w-suff||y-suff+c-suff+enc0+enc0+#-iy],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
899,2406,OK-ONE,1,VERB.I1S.PI,fAja>_1,أُفاجَأُ,>ufAja>u,25,OK,,1A2a>,[fAji}](0)[fAj](1),>/IV1S+u/STEM+fAj/IV_PASS+a>/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,surprise,[u-# trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-a>+u-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+A-suff+enc0+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
900,2614,OK-ONE,1,VERB.I1S.PI,Hay~-a_1,أُحْيا,>uHoyA,2,OK,,1ay~,[Hoy](0)[Hoy](1),>/IV1S+u/STEM+Hoy/IV_PASS+A/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,live;experience;witness,[a-# #-aA trans](0)[u-# #-aA intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-aA+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-aA+z-suff+v-suff+#-aY||#-uw||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+c-suff+#-iy],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
901,2562,OK-ONE,1,VERB.I1S.PI,hay~a>_1,أُهَيَّأَأُ,>uhay~a>a>u,5,OK,,1ay~a>,[hay~](0)[hay~a>](1),>/IV1S+u/STEM+hay~a>/IV_PASS+a>/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,mobilize;prepare,[u-# #-a> trans](0)[u-# #-a> intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-a>+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-a>+u-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+A-suff+enc0+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
902,2458,OK-ONE,1,VERB.I1S.PI,jA'_1,أُجاءُ,>ujA'u,3,OK,,1aAo>,[j](0)[j](1),>/IV1S+u/STEM+j/IV_PASS+A'/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,arrive;come;occur,[a-# #-iy' trans](0)[u-# #-A' intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-A'+hollow+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-A'+z-suff||A-suff]_[CF:#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+c-suff+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
903,794,OK-ONE,1,VERB.I1S.PI,kAn-u_1,أُكُونُ,>ukuwnu,16,OK,,1aAo3,[kun](0)[kuwn](1)[kan](2)[kuwn](3),>/IV1S+u/STEM+kuwn/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,be,[a-# #n trans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#n+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
904,2666,OK-ONE,1,VERB.I1S.PI,lab~an_1,أُلَبَّنُ,>ulab~anu,1,OK,,1a2~a3,[lab~in](0)[lab~an](1),>/IV1S+u/STEM+lab~an/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,make_brick,[u-# #n intrans](0)(1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#n+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
905,2718,OK-ONE,1,VERB.I1S.PI,na>aY-a_1,أُنْأَىُ,>uno>aYu,2,OK,,1a>aY,[no](0)[no](1),>/IV1S+u/STEM+no/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,be_distant;go_away,[a-# #->ay trans](0)[u-# #->ay intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#->ay+defective+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#->ay+z-suff]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
906,326,OK-ONE,1,VERB.I1S.PI,qAl-u_1,أُقالُ,>uqAlu,295,OK,,1aAo3,[qul](0)[quwl](1)[qal](2)[qAl](3),>/IV1S+u/STEM+qAl/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,say,[a-# trans](0)(1)[u-# intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+hollow+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
907,2770,OK-ONE,1,VERB.I1S.PI,ta>ab~aY_1,أُتَأَبَّى,>uta>ab~aY,3,OK,,ta>a2~aY,[ta>ab~](0)[ta>ab~](1),>/IV1S+u/STEM+ta>ab~/IV_PASS+aY/STEM+(null)/IVSUFF_SUBJ:1S_MOOD:I,decline,[a-# #-aY gem trans](0)[u-# #-aY gem intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-aY+gem+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-aY+z-suff+v-suff+#-aY||#-uw||#-aA]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-uw'+#-u&+#-iy'+#-iy+w-suff||y-suff+c-suff+enc0+enc0+#-iy],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
908,2822,OK-ONE,1,VERB.I1S.PI,tajaz~a>_1,أُتَجَزَّأُ,>utajaz~a>u,11,OK,,ta1a2~a>,[tajaz~](0)[tajaz~](1),>/IV1S+u/STEM+tajaz~/IV_PASS+a>/STEM+u/IVSUFF_SUBJ:1S_MOOD:I,be_divided;be_separated,[a-# #-a> gem intrans](0)[u-# #-a> gem intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#-a>+gem+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:#-a>+u-suff]_[CF:#-A'+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+w-suff+y-suff+A-suff+enc0+enc0+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
909,586,OK-ONE,1,VERB.I1S.PI,tamak~an_1,أُتَمَكَّنُ,>utamak~anu,85,OK,,ta1a2~a3,[tamak~an](0)[tamak~an](1),>/IV1S+u/STEM+tamak~an/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,be_capable_of;be_able_to,[a-# #n intrans](0)[u-# #n intrans](1),[-](0)(1),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+#n+intrans]_[CT:u-#]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
910,911,OK-ZERO-E0-INTRANS,0,VERB.I1S.AI.E0,bAn-i_1,,,5,OK,,1aAo3,[bin](0)[biyn](1)[ban](2)[bAn](3),,,[a-# #n intrans](0)(1)[u-# #n intrans](2)(3),[c-suff](0)(2)[v-suff](1)(3),,,,,PP0 FSE0 PS0 XVox0,0
